Country,Code,Year,Aquaculture (tonnes),Fisheries (tonnes),Consumption (kg per capita),Artisanal,Industrial,Recreational,Subsistence,Stocks_within,Stocks_overexploited,p_increase_aqua,p_increase_fish,p_increase_consumption,p_increase_artisanal,p_increase_industrial,p_increase_recreational,p_increase_subsistence,p_increase_share_within,p_increase_share_over
Australia,AUS,1968,7500,103495,12.91,,,,,,,2.74%,11.23%,-2.79%,,,,,,
Australia,AUS,1969,7500,91758,13.02,,,,,,,0.00%,-11.34%,0.85%,,,,,,
Australia,AUS,1970,7021,97996,12.79,,,,,,,-6.39%,6.80%,-1.77%,,,,,,
Australia,AUS,1971,9800,107029,14.12,,,,,,,39.58%,9.22%,10.40%,,,,,,
Australia,AUS,1972,10400,117250,12.49,,,,,,,6.12%,9.55%,-11.54%,,,,,,
Australia,AUS,1973,9200,120461,13.15,,,,,,,-11.54%,2.74%,5.28%,,,,,,
Australia,AUS,1974,10484,134082,15.97,,,,,,,13.96%,11.31%,21.44%,,,,,,
Australia,AUS,1975,9204,105372,13.58,,,,,,,-12.21%,-21.41%,-14.97%,,,,,,
Australia,AUS,1976,10439,105572,12.95,,,,,,,13.42%,0.19%,-4.64%,,,,,,
Australia,AUS,1977,11126,137195,14.57,,,,,,,6.58%,29.95%,12.51%,,,,,,
Australia,AUS,1978,10236,131282,13.53,,,,,,,-8.00%,-4.31%,-7.14%,,,,,,
Australia,AUS,1979,8702,137912,12.53,,,,,,,-14.99%,5.05%,-7.39%,,,,,,
Australia,AUS,1980,8994,136873,13.98,,,,,,,3.36%,-0.75%,11.57%,,,,,,
Australia,AUS,1981,9185,153148,16.13,,,,,,,2.12%,11.89%,15.38%,,,,,,
Australia,AUS,1982,8841,171926,16.74,,,,,,,-3.75%,12.26%,3.78%,,,,,,
Australia,AUS,1983,9056,169112,15.03,,,,,,,2.43%,-1.64%,-10.22%,,,,,,
Australia,AUS,1984,8785,177014,16.89,,,,,,,-2.99%,4.67%,12.38%,,,,,,
Australia,AUS,1985,9534,162845,17.41,,,,,,,8.53%,-8.00%,3.08%,,,,,,
Australia,AUS,1986,9083,183734,17.71,,,,,,,-4.73%,12.83%,1.72%,,,,,,
Australia,AUS,1987,9660,212829,18.72,,,,,,,6.35%,15.84%,5.70%,,,,,,
Australia,AUS,1988,13080,221970,19.04,,,,,,,35.40%,4.29%,1.71%,,,,,,
Australia,AUS,1989,13685,200208,18.71,,,,,,,4.63%,-9.80%,-1.73%,,,,,,
Australia,AUS,1990,12401,237505,19.84,,,,,,,-9.38%,18.63%,6.04%,,,,,,
Australia,AUS,1991,14327,247658,20.05,,,,,,,15.53%,4.27%,1.06%,,,,,,
Australia,AUS,1992,16422,256427,21.21,,,,,,,14.62%,3.54%,5.79%,,,,,,
Australia,AUS,1993,18359,259830,20.1,,,,,,,11.80%,1.33%,-5.23%,,,,,,
Australia,AUS,1994,19129,228164,20.53,,,,,,,4.19%,-12.19%,2.14%,,,,,,
Australia,AUS,1995,22395,238138,18.83,,,,,,,17.07%,4.37%,-8.28%,,,,,,
Australia,AUS,1996,25323,230717,20.81,,,,,,,13.07%,-3.12%,10.52%,,,,,,
Australia,AUS,1997,26543,229463,20.5,,,,,,,4.82%,-0.54%,-1.49%,,,,,,
Australia,AUS,1998,24570,238273.4375,20.46,,,,,,,-7.43%,3.84%,-0.20%,,,,,,
Australia,AUS,1999,29189,244467,21.1,,,,,,,18.80%,2.60%,3.13%,,,,,,
Australia,AUS,2000,31746,219713,21.59,,,,,,,8.76%,-10.13%,2.32%,,,,,,
Australia,AUS,2001,35403,217108,21.2,,,,,,,11.52%,-1.19%,-1.81%,,,,,,
Australia,AUS,2002,38566,217973,22.78,,,,,,,8.93%,0.40%,7.45%,,,,,,
Australia,AUS,2003,38793,240089.2344,24.77,,,,,,,0.59%,10.15%,8.74%,,,,,,
Australia,AUS,2004,44142,255833.0469,27.6,,,,,,,13.79%,6.56%,11.43%,,,,,,
Australia,AUS,2005,42787,273833.2813,25.34,,,,,,,-3.07%,7.04%,-8.19%,,,,,,
Australia,AUS,2006,49376,229131,25.48,,,,,,,15.40%,-16.32%,0.55%,,,,,,
Australia,AUS,2007,55799,211880.3125,25.89,,,,,,,13.01%,-7.53%,1.61%,,,,,,
Australia,AUS,2008,58911.69922,212315.7031,26.05,,,,,,,5.58%,0.21%,0.62%,,,,,,
Australia,AUS,2009,70121.85156,200064.5,25.09,,,,,,,19.03%,-5.77%,-3.69%,,,,,,
Australia,AUS,2010,73827.22656,218659.5469,26.67,,,,,,,5.28%,9.29%,6.30%,,,,,,
Australia,AUS,2011,73126.53906,217720.0781,25.96,,,,,,,-0.95%,-0.43%,-2.66%,,,,,,
Australia,AUS,2012,78992.10156,216678.0469,25.97,,,,,,,8.02%,-0.48%,0.04%,,,,,,
Australia,AUS,2013,76416.89063,201837.5,26.09,,,,,,,-3.26%,-6.85%,0.46%,,,,,,
Australia,AUS,2014,73677.60938,198323.2031,26.41,,,,,,,-3.58%,-1.74%,1.23%,,,,,,
Australia,AUS,2015,83725.21094,203270.7188,24.82,,,,,,,13.64%,2.49%,-6.02%,,,,,,
Australia,AUS,2016,92449.89063,220959.375,25.7,,,,,,,10.42%,8.70%,3.55%,,,,,,
Australia,AUS,2017,89824.92188,229645.4375,25.87,,,,,,,-2.84%,3.93%,0.66%,,,,,,
Austria,AUT,1961,660,3540,7.03,,,,,,,,,,,,,,,
Austria,AUT,1962,670,3830,7.3,,,,,,,1.52%,8.19%,3.84%,,,,,,
Austria,AUT,1963,600,4000,7.18,,,,,,,-10.45%,4.44%,-1.64%,,,,,,
Austria,AUT,1964,680,4220,7.32,,,,,,,13.33%,5.50%,1.95%,,,,,,
Austria,AUT,1965,730,4370,7.75,,,,,,,7.35%,3.55%,5.87%,,,,,,
Austria,AUT,1966,750,4150,7.26,,,,,,,2.74%,-5.03%,-6.32%,,,,,,
Austria,AUT,1967,790,3410,7.55,,,,,,,5.33%,-17.83%,3.99%,,,,,,
Austria,AUT,1968,740,3260,7.59,,,,,,,-6.33%,-4.40%,0.53%,,,,,,
Austria,AUT,1969,800,2700,7.5,,,,,,,8.11%,-17.18%,-1.19%,,,,,,
Austria,AUT,1970,870,2330,7.69,,,,,,,8.75%,-13.70%,2.53%,,,,,,
Austria,AUT,1971,960,1940,7.85,,,,,,,10.34%,-16.74%,2.08%,,,,,,
Austria,AUT,1972,1080,1520,7.56,,,,,,,12.50%,-21.65%,-3.69%,,,,,,
Austria,AUT,1973,1300,900,8,,,,,,,20.37%,-40.79%,5.82%,,,,,,
Austria,AUT,1974,1220,850,7.27,,,,,,,-6.15%,-5.56%,-9.13%,,,,,,
Austria,AUT,1975,1200,840,6.8,,,,,,,-1.64%,-1.18%,-6.46%,,,,,,
Austria,AUT,1976,1390,970,6.09,,,,,,,15.83%,15.48%,-10.44%,,,,,,
Austria,AUT,1977,1600,870,5.73,,,,,,,15.11%,-10.31%,-5.91%,,,,,,
Austria,AUT,1978,2900,800,5.66,,,,,,,81.25%,-8.05%,-1.22%,,,,,,
Austria,AUT,1979,3400,700,6.38,,,,,,,17.24%,-12.50%,12.72%,,,,,,
Austria,AUT,1980,3200,1100,6.32,,,,,,,-5.88%,57.14%,-0.94%,,,,,,
Austria,AUT,1981,3200,1200,6.3,,,,,,,0.00%,9.09%,-0.32%,,,,,,
Austria,AUT,1982,3100,1400,6.29,,,,,,,-3.13%,16.67%,-0.16%,,,,,,
Austria,AUT,1983,3600,1100,6.8,,,,,,,16.13%,-21.43%,8.11%,,,,,,
Austria,AUT,1984,4000,700,6.6,,,,,,,11.11%,-36.36%,-2.94%,,,,,,
Austria,AUT,1985,4100,700,6.85,,,,,,,2.50%,0.00%,3.79%,,,,,,
Austria,AUT,1986,4060,640,7.26,,,,,,,-0.98%,-8.57%,5.99%,,,,,,
Austria,AUT,1987,4000,600,7.78,,,,,,,-1.48%,-6.25%,7.16%,,,,,,
Austria,AUT,1988,4500,600,8.03,,,,,,,12.50%,0.00%,3.21%,,,,,,
Austria,AUT,1989,4450,550,9.06,,,,,,,-1.11%,-8.33%,12.83%,,,,,,
Austria,AUT,1990,3126,533,9.11,,,,,,,-29.75%,-3.09%,0.55%,,,,,,
Austria,AUT,1991,3135,500,9.34,,,,,,,0.29%,-6.19%,2.52%,,,,,,
Austria,AUT,1992,3140,479,10.32,,,,,,,0.16%,-4.20%,10.49%,,,,,,
Austria,AUT,1993,3140,420,9.93,,,,,,,0.00%,-12.32%,-3.78%,,,,,,
Austria,AUT,1994,3103,388,11.91,,,,,,,-1.18%,-7.62%,19.94%,,,,,,
Austria,AUT,1995,2918,404,8.65,,,,,,,-5.96%,4.12%,-27.37%,,,,,,
Austria,AUT,1996,2949,450,10.64,,,,,,,1.06%,11.39%,23.01%,,,,,,
Austria,AUT,1997,3018,465,10.52,,,,,,,2.34%,3.33%,-1.13%,,,,,,
Austria,AUT,1998,2909,451,10.61,,,,,,,-3.61%,-3.01%,0.86%,,,,,,
Austria,AUT,1999,3067,432,10.67,,,,,,,5.43%,-4.21%,0.57%,,,,,,
Austria,AUT,2000,2847,439,9.54,,,,,,,-7.17%,1.62%,-10.59%,,,,,,
Austria,AUT,2001,2393,362,10.87,,,,,,,-15.95%,-17.54%,13.94%,,,,,,
Austria,AUT,2002,2333,350,10.3,,,,,,,-2.51%,-3.31%,-5.24%,,,,,,
Austria,AUT,2003,2233,372,10.98,,,,,,,-4.29%,6.29%,6.60%,,,,,,
Austria,AUT,2004,2267,400,12.06,,,,,,,1.52%,7.53%,9.84%,,,,,,
Austria,AUT,2005,2420,370,13.5,,,,,,,6.75%,-7.50%,11.94%,,,,,,
Austria,AUT,2006,2503,360,13.33,,,,,,,3.43%,-2.70%,-1.26%,,,,,,
Austria,AUT,2007,2539,350,15.29,,,,,,,1.44%,-2.78%,14.70%,,,,,,
Austria,AUT,2008,2087,350,14.51,,,,,,,-17.80%,0.00%,-5.10%,,,,,,
Austria,AUT,2009,2141,350,13.69,,,,,,,2.59%,0.00%,-5.65%,,,,,,
Austria,AUT,2010,2167,350,13.47,,,,,,,1.21%,0.00%,-1.61%,,,,,,
Austria,AUT,2011,2904.300049,350,14.18,,,,,,,34.02%,0.00%,5.27%,,,,,,
Austria,AUT,2012,3125.5,300,13.7,,,,,,,7.62%,-14.29%,-3.39%,,,,,,
Austria,AUT,2013,3237,350,13.88,,,,,,,3.57%,16.67%,1.31%,,,,,,
Austria,AUT,2014,3390.300049,350,14,,,,,,,4.74%,0.00%,0.86%,,,,,,
Austria,AUT,2015,3503.399902,350,14.03,,,,,,,3.34%,0.00%,0.21%,,,,,,
Austria,AUT,2016,3483.399902,350,14.05,,,,,,,-0.57%,0.00%,0.14%,,,,,,
Austria,AUT,2017,3861.600098,350,14.09,,,,,,,10.86%,0.00%,0.28%,,,,,,
Azerbaijan,AZE,1992,1690,30339,4.3,,,,,,,,,,,,,,,
Azerbaijan,AZE,1993,1201,21733,3.03,,,,,,,-28.93%,-28.37%,-29.53%,,,,,,
Azerbaijan,AZE,1994,1038,18901,2.33,,,,,,,-13.57%,-13.03%,-23.10%,,,,,,
Azerbaijan,AZE,1995,516,10545,1.38,,,,,,,-50.29%,-44.21%,-40.77%,,,,,,
Azerbaijan,AZE,1996,419,6702,0.95,,,,,,,-18.80%,-36.44%,-31.16%,,,,,,
Azerbaijan,AZE,1997,364,5161,0.67,,,,,,,-13.13%,-22.99%,-29.47%,,,,,,
Azerbaijan,AZE,1998,211,4760,1.02,,,,,,,-42.03%,-7.77%,52.24%,,,,,,
Azerbaijan,AZE,1999,216,20866,2.55,,,,,,,2.37%,338.36%,150.00%,,,,,,
Azerbaijan,AZE,2000,140,18797,2.59,,,,,,,-35.19%,-9.92%,1.57%,,,,,,
Azerbaijan,AZE,2001,95,10893,1.66,,,,,,,-32.14%,-42.05%,-35.91%,,,,,,
Azerbaijan,AZE,2002,80,11188,2.05,,,,,,,-15.79%,2.71%,23.49%,,,,,,
Azerbaijan,AZE,2003,130,6435,1.36,,,,,,,62.50%,-42.48%,-33.66%,,,,,,
Azerbaijan,AZE,2004,350,9258,1.6,,,,,,,169.23%,43.87%,17.65%,,,,,,
Azerbaijan,AZE,2005,500,9001,1.88,,,,,,,42.86%,-2.78%,17.50%,,,,,,
Azerbaijan,AZE,2006,600,4061,1.78,,,,,,,20.00%,-54.88%,-5.32%,,,,,,
Azerbaijan,AZE,2007,900,2949,1.72,,,,,,,50.00%,-27.38%,-3.37%,,,,,,
Azerbaijan,AZE,2008,1000,1524,2.17,,,,,,,11.11%,-48.32%,26.16%,,,,,,
Azerbaijan,AZE,2009,1000,1206,2.18,,,,,,,0.00%,-20.87%,0.46%,,,,,,
Azerbaijan,AZE,2010,1000,1131,2.23,,,,,,,0.00%,-6.22%,2.29%,,,,,,
Azerbaijan,AZE,2011,517,1061,2.18,,,,,,,-48.30%,-6.19%,-2.24%,,,,,,
Azerbaijan,AZE,2012,366.1000061,911,2.16,,,,,,,-29.19%,-14.14%,-0.92%,,,,,,
Azerbaijan,AZE,2013,325,796,2.13,,,,,,,-11.23%,-12.62%,-1.39%,,,,,,
Azerbaijan,AZE,2014,305,906,1.93,,,,,,,-6.15%,13.82%,-9.39%,,,,,,
Azerbaijan,AZE,2015,561,594,1.37,,,,,,,83.93%,-34.44%,-29.02%,,,,,,
Azerbaijan,AZE,2016,640,722,2.19,,,,,,,14.08%,21.55%,59.85%,,,,,,
Azerbaijan,AZE,2017,695,950,3.2,,,,,,,8.59%,31.58%,46.12%,,,,,,
Bahamas,BHS,1961,0,1500,9.87,,,,,,,,,,,,,,,
Bahamas,BHS,1962,0,1600,10.21,,,,,,,,6.67%,3.44%,,,,,,
Bahamas,BHS,1963,0,1700,12.88,,,,,,,,6.25%,26.15%,,,,,,
Bahamas,BHS,1964,0,1900,10.02,,,,,,,,11.76%,-22.20%,,,,,,
Bahamas,BHS,1965,0,2950,15.24,,,,,,,,55.26%,52.10%,,,,,,
Bahamas,BHS,1966,0,3800,18.65,,,,,,,,28.81%,22.38%,,,,,,
Bahamas,BHS,1967,0,2950,17,,,,,,,,-22.37%,-8.85%,,,,,,
Bahamas,BHS,1968,0,2750,15.23,,,,,,,,-6.78%,-10.41%,,,,,,
Bahamas,BHS,1969,0,2350,14.73,,,,,,,,-14.55%,-3.28%,,,,,,
Bahamas,BHS,1970,0,3379,17.47,,,,,,,,43.79%,18.60%,,,,,,
Bahamas,BHS,1971,0,3552,14.94,,,,,,,,5.12%,-14.48%,,,,,,
Bahamas,BHS,1972,0,3372,11.71,,,,,,,,-5.07%,-21.62%,,,,,,
Bahamas,BHS,1973,0,4400,16.97,,,,,,,,30.49%,44.92%,,,,,,
Bahamas,BHS,1974,0,4663,14.07,,,,,,,,5.98%,-17.09%,,,,,,
Bahamas,BHS,1975,0,4693,14.82,,,,,,,,0.64%,5.33%,,,,,,
Bahamas,BHS,1976,0,4750,11.87,,,,,,,,1.21%,-19.91%,,,,,,
Bahamas,BHS,1977,0,5327,12.75,,,,,,,,12.15%,7.41%,,,,,,
Bahamas,BHS,1978,0,5114,14.48,,,,,,,,-4.00%,13.57%,,,,,,
Bahamas,BHS,1979,0,5765,12.36,,,,,,,,12.73%,-14.64%,,,,,,
Bahamas,BHS,1980,0,7119,17.92,,,,,,,,23.49%,44.98%,,,,,,
Bahamas,BHS,1981,0,7631.789063,20.07,,,,,,,,7.20%,12.00%,,,,,,
Bahamas,BHS,1982,0,7737.039063,18.15,,,,,,,,1.38%,-9.57%,,,,,,
Bahamas,BHS,1983,0,8548.154297,18.93,,,,,,,,10.48%,4.30%,,,,,,
Bahamas,BHS,1984,10,8430.066406,18.45,,,,,,,,-1.38%,-2.54%,,,,,,
Bahamas,BHS,1985,42,11164.81836,21.61,,,,,,,320.00%,32.44%,17.13%,,,,,,
Bahamas,BHS,1986,42,8653.899414,22.4,,,,,,,0.00%,-22.49%,3.66%,,,,,,
Bahamas,BHS,1987,37,10520.03027,21.43,,,,,,,-11.90%,21.56%,-4.33%,,,,,,
Bahamas,BHS,1988,51,10464.66895,22.78,,,,,,,37.84%,-0.53%,6.30%,,,,,,
Bahamas,BHS,1989,69,9788.611328,24.73,,,,,,,35.29%,-6.46%,8.56%,,,,,,
Bahamas,BHS,1990,49,9709.180664,23.3,,,,,,,-28.99%,-0.81%,-5.78%,,,,,,
Bahamas,BHS,1991,6,11889.54395,24.33,,,,,,,-87.76%,22.46%,4.42%,,,,,,
Bahamas,BHS,1992,10,12205.53223,25.46,,,,,,,66.67%,2.66%,4.64%,,,,,,
Bahamas,BHS,1993,8,13695.94434,24.56,,,,,,,-20.00%,12.21%,-3.53%,,,,,,
Bahamas,BHS,1994,4,14927.01563,24.3,,,,,,,-50.00%,8.99%,-1.06%,,,,,,
Bahamas,BHS,1995,24,13245.4834,25.3,,,,,,,500.00%,-11.27%,4.12%,,,,,,
Bahamas,BHS,1996,1,14099.14355,23.02,,,,,,,-95.83%,6.44%,-9.01%,,,,,,
Bahamas,BHS,1997,1,14719.5918,30.75,,,,,,,0.00%,4.40%,33.58%,,,,,,
Bahamas,BHS,1998,1,14577.68457,32.02,,,,,,,0.00%,-0.96%,4.13%,,,,,,
Bahamas,BHS,1999,1,13667,32.4,,,,,,,0.00%,-6.25%,1.19%,,,,,,
Bahamas,BHS,2000,2,15527,35.83,,,,,,,100.00%,13.61%,10.59%,,,,,,
Bahamas,BHS,2001,13,13671,35.09,,,,,,,550.00%,-11.95%,-2.07%,,,,,,
Bahamas,BHS,2002,25,15675,33.25,,,,,,,92.31%,14.66%,-5.24%,,,,,,
Bahamas,BHS,2003,52,16724,33.24,,,,,,,108.00%,6.69%,-0.03%,,,,,,
Bahamas,BHS,2004,30,15164,33.27,,,,,,,-42.31%,-9.33%,0.09%,,,,,,
Bahamas,BHS,2005,85,15555,31.7,,,,,,,183.33%,2.58%,-4.72%,,,,,,
Bahamas,BHS,2006,52,16242,32.26,,,,,,,-38.82%,4.42%,1.77%,,,,,,
Bahamas,BHS,2007,30,10912,31.2,,,,,,,-42.31%,-32.82%,-3.29%,,,,,,
Bahamas,BHS,2008,20,14813,31.67,,,,,,,-33.33%,35.75%,1.51%,,,,,,
Bahamas,BHS,2009,17,13809.83008,29.23,,,,,,,-15.00%,-6.77%,-7.70%,,,,,,
Bahamas,BHS,2010,1,16342.44043,29.2,,,,,,,-94.12%,18.34%,-0.10%,,,,,,
Bahamas,BHS,2011,1,15313,29.55,,,,,,,0.00%,-6.30%,1.20%,,,,,,
Bahamas,BHS,2012,1,16756.82813,29.79,,,,,,,0.00%,9.43%,0.81%,,,,,,
Bahamas,BHS,2013,1,12765,27.66,,,,,,,0.00%,-23.82%,-7.15%,,,,,,
Bahamas,BHS,2014,9.350000381,11878.21973,28.13,,,,,,,835.00%,-6.95%,1.70%,,,,,,
Bahamas,BHS,2015,9.329999924,11307.29004,27.86,,,,,,,-0.21%,-4.81%,-0.96%,,,,,,
Bahamas,BHS,2016,9,11625,27.59,,,,,,,-3.54%,2.81%,-0.97%,,,,,,
Bahamas,BHS,2017,6,11479.94043,27.31,,,,,,,-33.33%,-1.25%,-1.01%,,,,,,
Bangladesh,BGD,1961,50569,400071,8.53,,,,,,,,,,,,,,,
Bangladesh,BGD,1962,51944,448776,9.03,,,,,,,2.72%,12.17%,5.86%,,,,,,
Bangladesh,BGD,1963,53362,447448,8.78,,,,,,,2.73%,-0.30%,-2.77%,,,,,,
Bangladesh,BGD,1964,54824,496086,9.51,,,,,,,2.74%,10.87%,8.31%,,,,,,
Bangladesh,BGD,1965,58030,543000,10.38,,,,,,,5.85%,9.46%,9.15%,,,,,,
Bangladesh,BGD,1966,57897,543253,10.16,,,,,,,-0.23%,0.05%,-2.12%,,,,,,
Bangladesh,BGD,1967,59519,541781,9.83,,,,,,,2.80%,-0.27%,-3.25%,,,,,,
Bangladesh,BGD,1968,59460,592000,10.31,,,,,,,-0.10%,9.27%,4.88%,,,,,,
Bangladesh,BGD,1969,62927,588723,10.02,,,,,,,5.83%,-0.55%,-2.81%,,,,,,
Bangladesh,BGD,1970,64716,625384,10.38,,,,,,,2.84%,6.23%,3.59%,,,,,,
Bangladesh,BGD,1971,68080,672020,10.92,,,,,,,5.20%,7.46%,5.20%,,,,,,
Bangladesh,BGD,1972,68508,749592,11.89,,,,,,,0.63%,11.54%,8.88%,,,,,,
Bangladesh,BGD,1973,70525,749675,11.71,,,,,,,2.94%,0.01%,-1.51%,,,,,,
Bangladesh,BGD,1974,70970,751112,11.52,,,,,,,0.63%,0.19%,-1.62%,,,,,,
Bangladesh,BGD,1975,73340,566730,8.83,,,,,,,3.34%,-24.55%,-23.35%,,,,,,
Bangladesh,BGD,1976,77063,564542,8.61,,,,,,,5.08%,-0.39%,-2.49%,,,,,,
Bangladesh,BGD,1977,77230,566539,8.43,,,,,,,0.22%,0.35%,-2.09%,,,,,,
Bangladesh,BGD,1978,82760,564135,8.23,,,,,,,7.16%,-0.42%,-2.37%,,,,,,
Bangladesh,BGD,1979,87360,559768,7.97,,,,,,,5.56%,-0.77%,-3.16%,,,,,,
Bangladesh,BGD,1980,91030,555940,7.71,,,,,,,4.20%,-0.68%,-3.26%,,,,,,
Bangladesh,BGD,1981,96780,554476,7.57,,,,,,,6.32%,-0.26%,-1.82%,,,,,,
Bangladesh,BGD,1982,101630,587868,7.76,,,,,,,5.01%,6.02%,2.51%,,,,,,
Bangladesh,BGD,1983,107000,619587,7.92,,,,,,,5.28%,5.40%,2.06%,,,,,,
Bangladesh,BGD,1984,117025,633171,7.9,,,,,,,9.37%,2.19%,-0.25%,,,,,,
Bangladesh,BGD,1985,123811,642270,7.81,,,,,,,5.80%,1.44%,-1.14%,,,,,,
Bangladesh,BGD,1986,144723,648468,7.89,,,,,,,16.89%,0.97%,1.02%,,,,,,
Bangladesh,BGD,1987,166100,639185,7.79,,,,,,,14.77%,-1.43%,-1.27%,,,,,,
Bangladesh,BGD,1988,175925,654668,7.82,,,,,,,5.92%,2.42%,0.39%,,,,,,
Bangladesh,BGD,1989,183505,656439,7.73,,,,,,,4.31%,0.27%,-1.15%,,,,,,
Bangladesh,BGD,1990,192592,653552,7.56,,,,,,,4.95%,-0.44%,-2.20%,,,,,,
Bangladesh,BGD,1991,210993,689727,7.84,,,,,,,9.55%,5.54%,3.70%,,,,,,
Bangladesh,BGD,1992,226863,709332,7.92,,,,,,,7.52%,2.84%,1.02%,,,,,,
Bangladesh,BGD,1993,237743,764824,8.4,,,,,,,4.80%,7.82%,6.06%,,,,,,
Bangladesh,BGD,1994,264190,770790,8.41,,,,,,,11.12%,0.78%,0.12%,,,,,,
Bangladesh,BGD,1995,317073,792389,8.86,,,,,,,20.02%,2.80%,5.35%,,,,,,
Bangladesh,BGD,1996,379087,814787,9.38,,,,,,,19.56%,2.83%,5.87%,,,,,,
Bangladesh,BGD,1997,485864,829426,10.09,,,,,,,28.17%,1.80%,7.57%,,,,,,
Bangladesh,BGD,1998,574812,839141,10.79,,,,,,,18.31%,1.17%,6.94%,,,,,,
Bangladesh,BGD,1999,593202,959215,11.66,,,,,,,3.20%,14.31%,8.06%,,,,,,
Bangladesh,BGD,2000,657120,1004264,12.19,,,,,,,10.78%,4.70%,4.55%,,,,,,
Bangladesh,BGD,2001,712640,1068417,12.85,,,,,,,8.45%,6.39%,5.41%,,,,,,
Bangladesh,BGD,2002,786604,1103855,13.57,,,,,,,10.38%,3.32%,5.60%,,,,,,
Bangladesh,BGD,2003,856956,1141241,14.07,,,,,,,8.94%,3.39%,3.68%,,,,,,
Bangladesh,BGD,2004,914752,1187274,14.53,,,,,,,6.74%,4.03%,3.27%,,,,,,
Bangladesh,BGD,2005,882091,1333866,15.05,,,,,,,-3.57%,12.35%,3.58%,,,,,,
Bangladesh,BGD,2006,892049,1436496,15.65,,,,,,,1.13%,7.69%,3.99%,,,,,,
Bangladesh,BGD,2007,945812,1494199,16.08,,,,,,,6.03%,4.02%,2.75%,,,,,,
Bangladesh,BGD,2008,1005542,1557754,16.52,,,,,,,6.32%,4.25%,2.74%,,,,,,
Bangladesh,BGD,2009,1064285,1821579,18.56,,,,,,,5.84%,16.94%,12.35%,,,,,,
Bangladesh,BGD,2010,1308515,1726586,19.34,,,,,,,22.95%,-5.21%,4.20%,,,,,,
Bangladesh,BGD,2011,1523759,1600918,19.68,,,,,,,16.45%,-7.28%,1.76%,,,,,,
Bangladesh,BGD,2012,1726066,1535715,19.44,,,,,,,13.28%,-4.07%,-1.22%,,,,,,
Bangladesh,BGD,2013,1859808,1550446,19.21,,,,,,,7.75%,0.96%,-1.18%,,,,,,
Bangladesh,BGD,2014,1956925,1591620,22.92,,,,,,,5.22%,2.66%,19.31%,,,,,,
Bangladesh,BGD,2015,2060408,1624237,23.86,,,,,,,5.29%,2.05%,4.10%,,,,,,
Bangladesh,BGD,2016,2203554,1675370,24.57,,,,,,,6.95%,3.15%,2.98%,,,,,,
Bangladesh,BGD,2017,2333352,1801084,24.31,,,,,,,5.89%,7.50%,-1.06%,,,,,,
Barbados,BRB,2006,2,1986,41.27,,,,,,,,,,,,,,,
Barbados,BRB,2007,2,2235,42.24,,,,,,,0.00%,12.54%,2.35%,,,,,,
Barbados,BRB,2008,2,3562,42.15,,,,,,,0.00%,59.37%,-0.21%,,,,,,
Barbados,BRB,2009,2,3507,39.94,,,,,,,0.00%,-1.54%,-5.24%,,,,,,
Barbados,BRB,2010,2,3280,39.31,,,,,,,0.00%,-6.47%,-1.58%,,,,,,
Barbados,BRB,2011,10.5,1818,39.06,,,,,,,425.00%,-44.57%,-0.64%,,,,,,
Barbados,BRB,2012,10.5,1361,39.17,,,,,,,0.00%,-25.14%,0.28%,,,,,,
Barbados,BRB,2013,14.5,2976,40.14,,,,,,,38.10%,118.66%,2.48%,,,,,,
Barbados,BRB,2014,20.5,2207,40.17,,,,,,,41.38%,-25.84%,0.07%,,,,,,
Barbados,BRB,2015,20.5,1500,40.1,,,,,,,0.00%,-32.03%,-0.17%,,,,,,
Barbados,BRB,2016,25.5,1736,40.03,,,,,,,24.39%,15.73%,-0.17%,,,,,,
Barbados,BRB,2017,25.5,1695,39.97,,,,,,,0.00%,-2.36%,-0.15%,,,,,,
Belarus,BLR,1992,8415,1507,0.97,,,,,,,,,,,,,,,
Belarus,BLR,1993,7018,2993,1.16,,,,,,,-16.60%,98.61%,19.59%,,,,,,
Belarus,BLR,1994,6934,787,1.43,,,,,,,-1.20%,-73.71%,23.28%,,,,,,
Belarus,BLR,1995,5463,715,5.96,,,,,,,-21.21%,-9.15%,316.78%,,,,,,
Belarus,BLR,1996,6038,821,6.56,,,,,,,10.53%,14.83%,10.07%,,,,,,
Belarus,BLR,1997,4322,499,11.11,,,,,,,-28.42%,-39.22%,69.36%,,,,,,
Belarus,BLR,1998,4727,457,7.61,,,,,,,9.37%,-8.42%,-31.50%,,,,,,
Belarus,BLR,1999,4824,980,6.49,,,,,,,2.05%,114.44%,-14.72%,,,,,,
Belarus,BLR,2000,6716,553,9.79,,,,,,,39.22%,-43.57%,50.85%,,,,,,
Belarus,BLR,2001,4666,944,13.4,,,,,,,-30.52%,70.71%,36.87%,,,,,,
Belarus,BLR,2002,6523,1020,15.01,,,,,,,39.80%,8.05%,12.01%,,,,,,
Belarus,BLR,2003,5393,803,14.42,,,,,,,-17.32%,-21.27%,-3.93%,,,,,,
Belarus,BLR,2004,4150,583,15.4,,,,,,,-23.05%,-27.40%,6.80%,,,,,,
Belarus,BLR,2005,5648,594,15.87,,,,,,,36.10%,1.89%,3.05%,,,,,,
Belarus,BLR,2006,8406,645,16.06,,,,,,,48.83%,8.59%,1.20%,,,,,,
Belarus,BLR,2007,14091,689,16.97,,,,,,,67.63%,6.82%,5.67%,,,,,,
